the	тем
prettau	Предои
prettin	Преттин
pretty woman	Красотка
pretzfeld	Прецфельд
pretzien	Претцин
pretzier	Претцир
pretzschendorf	Пречендорф
preugenes	Превген
preuilly-la-ville	Прёйи-ла-Виль
preuss's monkey	Мартышка Прейса
preutin-higny	Прётен-Иньи
preußenstadion	Пройссенштадион
preußlitz	Пройслиц
prevailing winds	Преимущественные ветры
prevala	Превала
prevalje	Превалье
prevalle	Превалле
preved	Превед!
preveli	Превели
preventive action	Превентивное управление
preventive war	Превентивная война
preverb	преверб
prewitt operator	Оператор Прюитт
prezelle	Прецелле
preßguts	Пресгутс
prešeren square	Площадь Прешерна
preševo valley	Прешевская долина
prešov	Прешов
prešov region	Прешовский край
priam's treasure	Клад Приама
priapulida	Приапулиды
priargunsky district	Приаргунский район
pribaykalsky district	Прибайкальский район
pribilof islands	Острова Прибылова
pribina	Прибина
pribislav	Прибислав
pribnow box	Прибнов-бокс
priborn	Приборн
pribylovo	Прибылово
pricasso	Прикассо
price channels	Торговый канал
price controls	Контроль цен
price discrimination	Ценовая дискриминация
price drop	снижение цены
price index	Индексы цен и дохода
price medal	Медаль Прайс
price revolution	Революция цен
price war	Ценовая война
price-fixer	таксатор,таксатора,таксаторам,таксаторами,таксаторах,таксаторе
price-fixing	таксации,таксаций,таксацию,таксация,таксациям,таксациями
price-list	прейскурант,прейскуранта,прейскурантам,прейскурантами,прейскурантах,прейскуранте
pricelessness	бесценностей,бесценности,бесценность,бесценностью,бесценностям,бесценностями
prichsenstadt	Приксенштадт
prickleback	Стихеевые
prickly shark	Тихоокеанская бляшкошипая акула
pride house	Прайд-Хаус
pride parade	Гей-парад
priekuļi	Приекули
prienai	Пренай
priepert	Приперт
priero	Приеро
priesendorf	Призендорф
priesitz	Призиц
priestewitz	Пристевиц
priestfield stadium	Пристфилдский стадион
